instancia16.txt_5_currentSA	instancia16.txt_5_bestSA	instancia16.txt_5_currentTS	instancia16.txt_5_bestTS	instancia16.txt_5_currentGrasp	instancia16.txt_5_bestGrasp	instancia16.txt_5_currentIG	instancia16.txt_5_bestIG	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
70	68.2	68.6	68.6	68.2	68.2	0	0	
